Title,Price_Raw,Price_PKR,Size_Raw,Size_Marla,Listing_URL,City,Property_Type,Bedrooms,Bathrooms,Location
A Stunning Prime Location House Is Up For Grabs In Citi Housing Society Citi Housing Society,2.35 Crore,23500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_a_stunning_prime_location_house_is_up_for_grabs_in_citi_housing_society_citi_housing_society-54563206-3083-1.html,Gujranwala,House,4.0,4.0,"Citi Housing Society, Gujranwala, Punjab"
Centrally Located Prime Location House In Citi Housing Society Is Available For Sale,3.6 Crore,36000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_centrally_located_prime_location_house_in_citi_housing_society_is_available_for_sale-54527797-3083-1.html,Gujranwala,House,5.0,5.0,"Citi Housing Society, Gujranwala, Punjab"
Prime Location 5 Marla House For sale In Citi Housing Phase 1 - Block BB Gujranwala,1.8 Crore,18000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/citi_housing_phase_1_citi_housing_phase_1_-_block_bb_prime_location_5_marla_house_for_sale_in_citi_housing_phase_1_-_block_bb_gujranwala-54399459-20421-1.html,Gujranwala,House,4.0,4.0,"Citi Housing Society, Gujranwala, Punjab"
Get This Amazing Prime Location 10 Marla House Available In Canal View - Sector 3,3.6 Crore,36000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/canal_view_housing_scheme_canal_view_-_sector_3_get_this_amazing_prime_location_10_marla_house_available_in_canal_view_-_sector_3-54399458-19759-1.html,Gujranwala,House,5.0,5.0,"Canal View Housing Scheme, Gujranwala, Punjab"
SPANIDH DESIGN 5 MARLA BRAND NEW HOUSE AVAILABLE FOR SALE (AT REASONABLE PRICE) IN CITI HOUSING GUJRANWALA,2.85 Crore,28500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_spanidh_design_5_marla_brand_new_house_available_for_sale_at_reasonable_price_in_citi_housing_gujranwala-54460802-3083-1.html,Gujranwala,House,4.0,5.0,"Citi Housing Society, Gujranwala, Punjab"
5 MARLA BRAND NEW HOUSE AVAILABLE FOR SALE (AT REASONABLE PRICE) IN CITI HOUSING GUJRANWALA,2.1 Crore,21000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_5_marla_brand_new_house_available_for_sale_at_reasonable_price_in_citi_housing_gujranwala-54453718-3083-1.html,Gujranwala,House,4.0,5.0,"Citi Housing Society, Gujranwala, Punjab"
ULTRA-MODERN 5 MARLA BRAND NEW HOUSE AVAILABLE FOR SALE (AT REASONABLE PRICE) IN CITI HOUSING GUJRANWALA,2.75 Crore,27500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_ultra-modern_5_marla_brand_new_house_available_for_sale_at_reasonable_price_in_citi_housing_gujranwala-54460857-3083-1.html,Gujranwala,House,4.0,5.0,"Citi Housing Society, Gujranwala, Punjab"
5.5 MARLA BRAND NEW HOUSE AVAILABLE FOR SALE (AT REASONABLE PRICE) IN CITI HOUSING GUJRANWALA,2.25 Crore,22500000.0,5.5 Marla,5.5,https://www.zameen.com/Property/gujranwala_citi_housing_society_5_5_marla_brand_new_house_available_for_sale_at_reasonable_price_in_citi_housing_gujranwala-54470947-3083-1.html,Gujranwala,House,4.0,4.0,"Citi Housing Society, Gujranwala, Punjab"
"5 Marla Brand New House In Sawan Block, DC Colony Gujranwala.",2.3 Crore,23000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/dc_colony_dc_colony_-_sawan_block_5_marla_brand_new_house_in_sawan_block_dc_colony_gujranwala-53042622-10120-1.html,Gujranwala,House,4.0,4.0,"DC Colony, Gujranwala, Punjab"
"1 Kanal Beautiful House On Main Road Kaghan Block, DC Colony Gujranwala.",10.0 Crore,100000000.0,1.0 Kanal,20.0,https://www.zameen.com/Property/dc_colony_dc_colony_-_kaghan_block_1_kanal_beautiful_house_on_main_road_kaghan_block_dc_colony_gujranwala-54555718-10115-1.html,Gujranwala,House,6.0,7.0,"DC Colony, Gujranwala, Punjab"
Get In Touch Now To Buy A Corner House In Citi Housing Society Citi Housing Society,5.5 Crore,55000000.0,11.0 Marla,11.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_get_in_touch_now_to_buy_a_corner_house_in_citi_housing_society_citi_housing_society-54686023-3083-1.html,Gujranwala,House,5.0,5.0,"Citi Housing Society, Gujranwala, Punjab"
Gorgeous Corner 1687 Square Feet House For sale Available In Citi Housing Society,3.0 Crore,30000000.0,7.5 Marla,7.5,https://www.zameen.com/Property/gujranwala_citi_housing_society_gorgeous_corner_1687_square_feet_house_for_sale_available_in_citi_housing_society-54686022-3083-1.html,Gujranwala,House,4.0,4.0,"Citi Housing Society, Gujranwala, Punjab"
1602 Square Feet House For Sale In Rs. 32500000 Only,3.25 Crore,32500000.0,7.1 Marla,7.1,https://www.zameen.com/Property/gujranwala_citi_housing_society_1602_square_feet_house_for_sale_in_rs_32500000_only-54633928-3083-1.html,Gujranwala,House,4.0,4.0,"Citi Housing Society, Gujranwala, Punjab"
Ideal Prime Location House In Citi Housing Society Available For Rs. 35000000,3.5 Crore,35000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_ideal_prime_location_house_in_citi_housing_society_available_for_rs_35000000-54665699-3083-1.html,Gujranwala,House,5.0,5.0,"Citi Housing Society, Gujranwala, Punjab"
Prime Location 10 Marla House In Central Citi Housing Society For Sale,4.5 Crore,45000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_prime_location_10_marla_house_in_central_citi_housing_society_for_sale-54515399-3083-1.html,Gujranwala,House,5.0,5.0,"Citi Housing Society, Gujranwala, Punjab"
Prime Location House For Sale In Rs. 32000000,3.2 Crore,32000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_prime_location_house_for_sale_in_rs_32000000-54515401-3083-1.html,Gujranwala,House,5.0,5.0,"Citi Housing Society, Gujranwala, Punjab"
5 MARLA BRAND NEW HOUSE AVAILABLE FOR SALE (AT REASONABLE PRICE) IN CITI HOUSING GUJRANWALA,1.9 Crore,19000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_5_marla_brand_new_house_available_for_sale_at_reasonable_price_in_citi_housing_gujranwala-54466146-3083-1.html,Gujranwala,House,4.0,4.0,"Citi Housing Society, Gujranwala, Punjab"
5.5 MARLA BRAND NEW HOUSE AVAILABLE FOR SALE (AT REASONABLE PRICE) IN CITI HOUSING GUJRANWALA,2.6 Crore,26000000.0,5.5 Marla,5.5,https://www.zameen.com/Property/gujranwala_citi_housing_society_5_5_marla_brand_new_house_available_for_sale_at_reasonable_price_in_citi_housing_gujranwala-54567393-3083-1.html,Gujranwala,House,4.0,5.0,"Citi Housing Society, Gujranwala, Punjab"
Grey Structure 5 Marla House For Sale In Royal Palm City Gujranwala,1.25 Crore,12500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/eminabad_more_royal_palm_city_grey_structure_5_marla_house_for_sale_in_royal_palm_city_gujranwala-54559992-11297-1.html,Gujranwala,House,4.0,4.0,"Eminabad More, Gujranwala, Punjab"
Affordable 1 Kanal Grey Structure House Available for Sale,6.25 Crore,62500000.0,1.0 Kanal,20.0,https://www.zameen.com/Property/eminabad_more_royal_palm_city_affordable_1_kanal_grey_structure_house_available_for_sale-54559993-11297-1.html,Gujranwala,House,7.0,6.0,"Eminabad More, Gujranwala, Punjab"
Highly-Coveted Prime Location 10 Marla House Is Available In Royal Palm City For Sale,4.25 Crore,42500000.0,10.0 Marla,10.0,https://www.zameen.com/Property/eminabad_more_royal_palm_city_highly-coveted_prime_location_10_marla_house_is_available_in_royal_palm_city_for_sale-54510035-11297-1.html,Gujranwala,House,5.0,5.0,"Eminabad More, Gujranwala, Punjab"
4.5 Marla Brand House Available For Sale In Allama Iqbal Town  Excellent Condition,1.35 Crore,13500000.0,4.0 Marla,4.0,https://www.zameen.com/Property/gujranwala_allama_iqbal_town_4_5_marla_brand_house_available_for_sale_in_allama_iqbal_town_excellent_condition-54311453-8840-1.html,Gujranwala,House,5.0,5.0,"Allama Iqbal Town, Gujranwala, Punjab"
Spacious Corner House Is Available In Citi Housing Society For sale,6.7 Crore,67000000.0,14.0 Marla,14.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_spacious_corner_house_is_available_in_citi_housing_society_for_sale-54380640-3083-1.html,Gujranwala,House,6.0,6.0,"Citi Housing Society, Gujranwala, Punjab"
A Great Choice For A Corner 11 Marla House Available In Citi Housing Society,5.75 Crore,57500000.0,11.0 Marla,11.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_a_great_choice_for_a_corner_11_marla_house_available_in_citi_housing_society-54563204-3083-1.html,Gujranwala,House,5.0,5.0,"Citi Housing Society, Gujranwala, Punjab"
Brand New 5 Marla House For Sale DHA Gujranwala Sector C-5,2.05 Crore,20500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/dha_defence_dha_sector_c_brand_new_5_marla_house_for_sale_dha_gujranwala_sector_c-5-54478038-18428-1.html,Gujranwala,House,5.0,,"DHA Defence, Gujranwala, Punjab"
Ready To Buy A Facing Park House 20 Marla In Garden Town Phase 3,11.0 Crore,110000000.0,1.0 Kanal,20.0,https://www.zameen.com/Property/garden_town_garden_town_phase_3_ready_to_buy_a_facing_park_house_20_marla_in_garden_town_phase_3-54147816-20133-1.html,Gujranwala,House,7.0,6.0,"Garden Town, Gujranwala, Punjab"
13.50 Marla House For Sale,3.15 Crore,31500000.0,16.3 Marla,16.3,https://www.zameen.com/Property/gujranwala_ratta_road_13_50_marla_house_for_sale-51090367-13648-1.html,Gujranwala,House,7.0,6.0,"Ratta Road, Gujranwala, Punjab"
Gorgeous Prime Location 5 Marla House For sale Available In Royal Palm City,2.1 Crore,21000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/eminabad_more_royal_palm_city_gorgeous_prime_location_5_marla_house_for_sale_available_in_royal_palm_city-53265786-11297-1.html,Gujranwala,House,4.0,4.0,"Eminabad More, Gujranwala, Punjab"
Newly Renovated House For Sale,1.05 Crore,10500000.0,4.2 Marla,4.2,https://www.zameen.com/Property/gujranwala_sialkot_bypass_newly_renovated_house_for_sale-54571486-9450-1.html,Gujranwala,House,4.0,3.0,"Sialkot Bypass, Gujranwala, Punjab"
Aesthetic Good Location House Of 10 Marla For Sale Is Available,3.35 Crore,33500000.0,10.0 Marla,10.0,https://www.zameen.com/Property/dha_sector_a_dha_sector_a_-_rachna_villas_aesthetic_good_location_house_of_10_marla_for_sale_is_available-54470117-21898-1.html,Gujranwala,House,5.0,6.0,"DHA Defence, Gujranwala, Punjab"
1 Kanal House Available For Sale In Allama Iqbal Town Rahwali Gujranwala Cantt,4.25 Crore,42500000.0,1.0 Kanal,20.0,https://www.zameen.com/Property/gujranwala_allama_iqbal_town_1_kanal_house_available_for_sale_in_allama_iqbal_town_rahwali_gujranwala_cantt-54488518-8840-1.html,Gujranwala,House,5.0,5.0,"Allama Iqbal Town, Gujranwala, Punjab"
Prime Location 10 Marla House For sale In Wapda Town - Block A2 Gujranwala In Only Rs. 48000000,4.8 Crore,48000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/wapda_town_wapda_town_-_block_a2_prime_location_10_marla_house_for_sale_in_wapda_town_-_block_a2_gujranwala_in_only_rs_48000000-54499551-5274-1.html,Gujranwala,House,5.0,5.0,"Wapda Town, Gujranwala, Punjab"
Get An Attractive Prime Location House In Gujranwala Under Rs. 45000000,4.5 Crore,45000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/wapda_town_wapda_town_-_block_c2_get_an_attractive_prime_location_house_in_gujranwala_under_rs_45000000-54499552-5280-1.html,Gujranwala,House,5.0,5.0,"Wapda Town, Gujranwala, Punjab"
Best Options For Corner House Is Available For Sale In Citi Housing Society,4.85 Crore,48500000.0,11.0 Marla,11.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_best_options_for_corner_house_is_available_for_sale_in_citi_housing_society-54515403-3083-1.html,Gujranwala,House,5.0,5.0,"Citi Housing Society, Gujranwala, Punjab"
Your Ideal Prime Location 10 Marla House Has Just Become Available In Citi Housing Society,4.5 Crore,45000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_your_ideal_prime_location_10_marla_house_has_just_become_available_in_citi_housing_society-54515405-3083-1.html,Gujranwala,House,5.0,5.0,"Citi Housing Society, Gujranwala, Punjab"
Prime Location House In Citi Housing Society Sized 1 Kanal Is Available,8.5 Crore,85000000.0,1.0 Kanal,20.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_prime_location_house_in_citi_housing_society_sized_1_kanal_is_available-54515411-3083-1.html,Gujranwala,House,6.0,6.0,"Citi Housing Society, Gujranwala, Punjab"
5 Marla Ultra Modern House For Sale | Double Height Entrance Citi Housing Gujranwala,1.85 Crore,18500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_5_marla_ultra_modern_house_for_sale_double_height_entrance_citi_housing_gujranwala-54033609-3083-1.html,Gujranwala,House,4.0,5.0,"Citi Housing Society, Gujranwala, Punjab"
10 Marla Modern House For Sale Citi Housing Gujranwala 60 Feet Road,4.5 Crore,45000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_10_marla_modern_house_for_sale_citi_housing_gujranwala_60_feet_road-54584855-3083-1.html,Gujranwala,House,7.0,6.0,"Citi Housing Society, Gujranwala, Punjab"
5 Marla Ultra Modern Doubel Height House For Sale Citi Housing Gujranwala,2.6 Crore,26000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_5_marla_ultra_modern_doubel_height_house_for_sale_citi_housing_gujranwala-54594026-3083-1.html,Gujranwala,House,4.0,4.0,"Citi Housing Society, Gujranwala, Punjab"
10 Marla Ultra Modern Double-Height Lobby House For Sale | Citi Housing Gujranwala Solar Installed,4.25 Crore,42500000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_10_marla_ultra_modern_double-height_lobby_house_for_sale_citi_housing_gujranwala_solar_installed-54650625-3083-1.html,Gujranwala,House,6.0,7.0,"Citi Housing Society, Gujranwala, Punjab"
"14 MARLA NEW BRAND DOUBLE STORY HOUSE AVAILABLE FOR SALE, IN CITI HOUSING GUJRANWALA ON PRIME LOCATION.",6.7 Crore,67000000.0,14.0 Marla,14.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_14_marla_new_brand_double_story_house_available_for_sale_in_citi_housing_gujranwala_on_prime_location-54655542-3083-1.html,Gujranwala,House,6.0,6.0,"Citi Housing Society, Gujranwala, Punjab"
This Is Your Chance To Buy Prime Location House In Royal Palm City,2.1 Crore,21000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/eminabad_more_royal_palm_city_this_is_your_chance_to_buy_prime_location_house_in_royal_palm_city-54499545-11297-1.html,Gujranwala,House,4.0,4.0,"Eminabad More, Gujranwala, Punjab"
Good Location House In Garden Town Phase 3 For Sale,4.5 Crore,45000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/garden_town_garden_town_phase_3_good_location_house_in_garden_town_phase_3_for_sale-54495325-20133-1.html,Gujranwala,House,5.0,6.0,"Garden Town, Gujranwala, Punjab"
"10 MARLA NEW BRAND SEMI FURNISHED DOUBLE STORY HOUSE AVAILABLE FOR SALE, IN CITI HOUSING GUJRANWALA ON PRIME LOCATION.",4.5 Crore,45000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_10_marla_new_brand_semi_furnished_double_story_house_available_for_sale_in_citi_housing_gujranwala_on_prime_location-54660209-3083-1.html,Gujranwala,House,6.0,6.0,"Citi Housing Society, Gujranwala, Punjab"
"10 MARLA NEW BRAND DOUBLE STORY HOUSE AVAILABLE FOR SALE, IN CITI HOUSING GUJRANWALA ON PRIME LOCATION.",4.5 Crore,45000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_10_marla_new_brand_double_story_house_available_for_sale_in_citi_housing_gujranwala_on_prime_location-54655856-3083-1.html,Gujranwala,House,6.0,6.0,"Citi Housing Society, Gujranwala, Punjab"
"10 MARLA NEW BRAND DOUBLE STORY HOUSE AVAILABLE FOR SALE, IN CITI HOUSING GUJRANWALA ON PRIME LOCATION.",5.0 Crore,50000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_10_marla_new_brand_double_story_house_available_for_sale_in_citi_housing_gujranwala_on_prime_location-54655825-3083-1.html,Gujranwala,House,6.0,6.0,"Citi Housing Society, Gujranwala, Punjab"
"10 MARLA NEW BRAND DOUBLE STORY HOUSE AVAILABLE FOR SALE, IN CITI HOUSING GUJRANWALA ON PRIME LOCATION.",3.9 Crore,39000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_10_marla_new_brand_double_story_house_available_for_sale_in_citi_housing_gujranwala_on_prime_location-54655780-3083-1.html,Gujranwala,House,6.0,6.0,"Citi Housing Society, Gujranwala, Punjab"
5 Marla Ultra Modern House Available For Sale In Citi Housing Gujranwala,2.75 Crore,27500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_5_marla_ultra_modern_house_available_for_sale_in_citi_housing_gujranwala-54580122-3083-1.html,Gujranwala,House,4.0,5.0,"Citi Housing Society, Gujranwala, Punjab"
10 Marla House available at wide Road in Block FF Citi Housing Gujranwala,4.49 Crore,44900000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_10_marla_house_available_at_wide_road_in_block_ff_citi_housing_gujranwala-54684023-3083-1.html,Gujranwala,House,6.0,6.0,"Citi Housing Society, Gujranwala, Punjab"
Citi Housing Gujranwala Phase - 2 Brand New House Available For Sale,2.6 Crore,26000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/citi_housing_society_citi_housing_-_phase_2_citi_housing_gujranwala_phase_-_2_brand_new_house_available_for_sale-54643406-3085-1.html,Gujranwala,House,4.0,4.0,"Citi Housing Society, Gujranwala, Punjab"
5.5 Marla Beautiful House For Sale,2.6 Crore,26000000.0,5.5 Marla,5.5,https://www.zameen.com/Property/gujranwala_citi_housing_society_5_5_marla_beautiful_house_for_sale-54611964-3083-1.html,Gujranwala,House,4.0,5.0,"Citi Housing Society, Gujranwala, Punjab"
1 Kanal House Available For Sale In D-C Colony,5.25 Crore,52500000.0,1.0 Kanal,20.0,https://www.zameen.com/Property/dc_colony_dc_colony_-_rachna_block_1_kanal_house_available_for_sale_in_d-c_colony-54657227-10118-1.html,Gujranwala,House,5.0,6.0,"DC Colony, Gujranwala, Punjab"
Brand New House Available For Sale In Bilal Town,70.0 Lakh,7000000.0,2.0 Marla,2.0,https://www.zameen.com/Property/gujranwala_bilal_town_brand_new_house_available_for_sale_in_bilal_town-54650790-5114-1.html,Gujranwala,House,2.0,3.0,"Bilal Town, Gujranwala, Punjab"
Prime Location 10 Marla House Is Available For Sale,4.5 Crore,45000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_prime_location_10_marla_house_is_available_for_sale-54515406-3083-1.html,Gujranwala,House,5.0,5.0,"Citi Housing Society, Gujranwala, Punjab"
"11.5 MARLA NEW BRAND DOUBLE STORY HOUSE AVAILABLE FOR SALE, IN CITI HOUSING GUJRANWALA ON PRIME LOCATION.",4.85 Crore,48500000.0,11.5 Marla,11.5,https://www.zameen.com/Property/gujranwala_citi_housing_society_11_5_marla_new_brand_double_story_house_available_for_sale_in_citi_housing_gujranwala_on_prime_location-54660160-3083-1.html,Gujranwala,House,6.0,6.0,"Citi Housing Society, Gujranwala, Punjab"
5 Marla Slightly Used House For Sale in A Block | Citi Housing Gujranwala Pahse 2,1.85 Crore,18500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_5_marla_slightly_used_house_for_sale_in_a_block_citi_housing_gujranwala_pahse_2-54682963-3083-1.html,Gujranwala,House,5.0,4.0,"Citi Housing Society, Gujranwala, Punjab"
Good Location In Garden Town Phase 3 3.5 Marla House For Sale,1.7 Crore,17000000.0,3.5 Marla,3.5,https://www.zameen.com/Property/garden_town_garden_town_phase_3_good_location_in_garden_town_phase_3_3_5_marla_house_for_sale-54543704-20133-1.html,Gujranwala,House,3.0,4.0,"Garden Town, Gujranwala, Punjab"
10 Marla (Brand New) Vila Available For Sale In D-H-A Gujranwala,3.4 Crore,34000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/dha_sector_a_dha_sector_a_-_rachna_villas_10_marla_brand_new_vila_available_for_sale_in_d-h-a_gujranwala-54604044-21898-1.html,Gujranwala,House,4.0,4.0,"DHA Defence, Gujranwala, Punjab"
Good Location sale The Ideally Located House For An Incredible Price Of Pkr Rs. 38500000,3.8 Crore,38000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_good_location_sale_the_ideally_located_house_for_an_incredible_price_of_pkr_rs_38500000-54596631-3083-1.html,Gujranwala,House,5.0,5.0,"Citi Housing Society, Gujranwala, Punjab"
A Good Location 5 Marla House Is Up For Grabs In DHA Defence,1.6 Crore,16000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/dha_sector_a_dha_sector_a_-_rachna_villas_a_good_location_5_marla_house_is_up_for_grabs_in_dha_defence-54630218-21898-1.html,Gujranwala,House,3.0,4.0,"DHA Defence, Gujranwala, Punjab"
Good Location DHA Sector A - Rachna Villas House For sale Sized 5 Marla,1.55 Crore,15500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/dha_sector_a_dha_sector_a_-_rachna_villas_good_location_dha_sector_a_-_rachna_villas_house_for_sale_sized_5_marla-54630219-21898-1.html,Gujranwala,House,3.0,4.0,"DHA Defence, Gujranwala, Punjab"
Good Location DHA Sector A - Rachna Villas House Sized 5 Marla For Sale,1.6 Crore,16000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/dha_sector_a_dha_sector_a_-_rachna_villas_good_location_dha_sector_a_-_rachna_villas_house_sized_5_marla_for_sale-53928678-21898-1.html,Gujranwala,House,3.0,3.0,"DHA Defence, Gujranwala, Punjab"
Good Location 5 Marla House For sale In DHA Sector A - Rachna Villas Gujranwala In Only Rs. 16500000,1.6 Crore,16000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/dha_sector_a_dha_sector_a_-_rachna_villas_good_location_5_marla_house_for_sale_in_dha_sector_a_-_rachna_villas_gujranwala_in_only_rs_16500000-54070081-21898-1.html,Gujranwala,House,3.0,3.0,"DHA Defence, Gujranwala, Punjab"
A Palatial Residence For Good Location Sale In DHA Sector A - Rachna Villas Gujranwala,1.55 Crore,15500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/dha_sector_a_dha_sector_a_-_rachna_villas_a_palatial_residence_for_good_location_sale_in_dha_sector_a_-_rachna_villas_gujranwala-54665266-21898-1.html,Gujranwala,House,3.0,4.0,"DHA Defence, Gujranwala, Punjab"
Affordable Good Location House For Sale In DHA Sector A - Rachna Villas,1.6 Crore,16000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/dha_sector_a_dha_sector_a_-_rachna_villas_affordable_good_location_house_for_sale_in_dha_sector_a_-_rachna_villas-54665267-21898-1.html,Gujranwala,House,3.0,4.0,"DHA Defence, Gujranwala, Punjab"
Reserve A Good Location House Now In DHA Sector A - Rachna Villas,2.05 Crore,20500000.0,6.0 Marla,6.0,https://www.zameen.com/Property/dha_sector_a_dha_sector_a_-_rachna_villas_reserve_a_good_location_house_now_in_dha_sector_a_-_rachna_villas-54665270-21898-1.html,Gujranwala,House,4.0,4.0,"DHA Defence, Gujranwala, Punjab"
Good Location 6 Marla House In Beautiful Location Of DHA Sector A - Rachna Villas In Gujranwala,2.15 Crore,21500000.0,6.0 Marla,6.0,https://www.zameen.com/Property/dha_sector_a_dha_sector_a_-_rachna_villas_good_location_6_marla_house_in_beautiful_location_of_dha_sector_a_-_rachna_villas_in_gujranwala-54665271-21898-1.html,Gujranwala,House,4.0,4.0,"DHA Defence, Gujranwala, Punjab"
Your Dream Good Location 10 Marla House Is Available In DHA Sector A - Rachna Villas,3.35 Crore,33500000.0,10.0 Marla,10.0,https://www.zameen.com/Property/dha_sector_a_dha_sector_a_-_rachna_villas_your_dream_good_location_10_marla_house_is_available_in_dha_sector_a_-_rachna_villas-54665272-21898-1.html,Gujranwala,House,5.0,6.0,"DHA Defence, Gujranwala, Punjab"
Good Location 10 Marla House Is Available For sale,3.45 Crore,34500000.0,10.0 Marla,10.0,https://www.zameen.com/Property/dha_sector_a_dha_sector_a_-_rachna_villas_good_location_10_marla_house_is_available_for_sale-54665273-21898-1.html,Gujranwala,House,5.0,6.0,"DHA Defence, Gujranwala, Punjab"
5 Marla Villa For Sale In DHA Gujranwala,1.7 Crore,17000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/dha_sector_a_dha_sector_a_-_rachna_villas_5_marla_villa_for_sale_in_dha_gujranwala-52204572-21898-1.html,Gujranwala,House,3.0,3.0,"DHA Defence, Gujranwala, Punjab"
10 Marla Beautiful Villa DHA Gujranwala For Sale,3.3 Crore,33000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/dha_sector_a_dha_sector_a_-_rachna_villas_10_marla_beautiful_villa_dha_gujranwala_for_sale-52199563-21898-1.html,Gujranwala,House,5.0,5.0,"DHA Defence, Gujranwala, Punjab"
6 Marla Beautiful Villa In Dha Gujranwala.,2.3 Crore,23000000.0,6.0 Marla,6.0,https://www.zameen.com/Property/dha_sector_a_dha_sector_a_-_rachna_villas_6_marla_beautiful_villa_in_dha_gujranwala-52204602-21898-1.html,Gujranwala,House,4.0,4.0,"DHA Defence, Gujranwala, Punjab"
5 Marla House Available For Sale In D-H-A Gujranwala Prime Location  Main 156 Wide Road  Next To Corner,2.2 Crore,22000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/dha_sector_c_dha_sector_c_-_block_5_5_marla_house_available_for_sale_in_d-h-a_gujranwala_prime_location_main_156_wide_road_next_to_corner-54519197-18466-1.html,Gujranwala,House,3.0,4.0,"DHA Defence, Gujranwala, Punjab"
1 Kanal House Available For Sale In Allama Iqbal Town,3.95 Crore,39500000.0,1.0 Kanal,20.0,https://www.zameen.com/Property/gujranwala_allama_iqbal_town_1_kanal_house_available_for_sale_in_allama_iqbal_town-54667831-8840-1.html,Gujranwala,House,5.0,5.0,"Allama Iqbal Town, Gujranwala, Punjab"
Good Location 20 Marla House For sale In Gujranwala,10.0 Crore,100000000.0,1.0 Kanal,20.0,https://www.zameen.com/Property/master_city_housing_scheme_master_city_-_block_a_good_location_20_marla_house_for_sale_in_gujranwala-54599248-14337-1.html,Gujranwala,House,6.0,6.0,"Master City Housing Scheme, Gujranwala, Punjab"
Good Location 20 Marla House Up For sale In Master City - Block A,10.0 Crore,100000000.0,1.0 Kanal,20.0,https://www.zameen.com/Property/master_city_housing_scheme_master_city_-_block_a_good_location_20_marla_house_up_for_sale_in_master_city_-_block_a-54599247-14337-1.html,Gujranwala,House,6.0,6.0,"Master City Housing Scheme, Gujranwala, Punjab"
Good Location House For Sale Situated In DHA Sector A - Rachna Villas,2.15 Crore,21500000.0,6.0 Marla,6.0,https://www.zameen.com/Property/dha_sector_a_dha_sector_a_-_rachna_villas_good_location_house_for_sale_situated_in_dha_sector_a_-_rachna_villas-54630216-21898-1.html,Gujranwala,House,4.0,4.0,"DHA Defence, Gujranwala, Punjab"
